"FirstName","LastName","Jersey","TeamName","TeamAbbreviation","Club","Division","Country","Games","Assists","Goals","Callahans","Total"
"Nikita","Kovshov","89","Russia","RUS",,"Men","Russia","13","3","18","0","21"
"Ilya","Kytmanov","27","Russia","RUS",,"Mixed","Russia","12","3","9","0","12"
"Mikhail","Lavrov","44","Russia","RUS",,"Master Men","Russia","12","16","18","0","34"
"Aleksandr","Lebedev","8","Russia","RUS",,"Master Men","Russia","12","25","14","0","39"
"Vladislav","Lekhelt","71","Russia","RUS",,"Master Men","Russia","12","2","2","0","4"
"Valeria","Letusheva","9","Russia","RUS",,"Mixed","Russia","12","0","6","0","6"
"Ivan","Makovkin","1","Russia","RUS",,"Master Men","Russia","12","2","2","0","4"
"Isaiah","Masek-Kelly","17","Russia","RUS",,"Mixed","Russia","12","29","29","0","58"
"Natalia","Mashianova","10","Russia","RUS",,"Women","Russia","13","7","5","0","12"
"Alexey","Maslov","16","Russia","RUS",,"Men","Russia","13","4","6","0","10"
"Egor","Naumov","21","Russia","RUS",,"Men","Russia","13","13","14","0","27"
"Anton","Orekhov","80","Russia","RUS",,"Master Men","Russia","12","4","11","0","15"
"MARGARITA","PARSHUKOVA","2","Russia","RUS",,"Women","Russia","13","2","17","0","19"
"Alexandr","Petrenko","22","Russia","RUS",,"Men","Russia","13","6","10","0","16"
"Valeriia","Pichugina","12","Russia","RUS",,"Women","Russia","13","12","4","0","16"
"Olga","Podolskaia","23","Russia","RUS",,"Women","Russia","13","24","25","0","49"
"Ian","Podolskii","5","Russia","RUS",,"Master Men","Russia","12","12","16","0","28"
"Dmitry","Podolsky","96","Russia","RUS",,"Men","Russia","12","13","1","0","14"
"Aleksandra","Pustovaia","69","Russia","RUS",,"Women","Russia","13","21","6","0","27"
"Anna","Pustovaia","13","Russia","RUS",,"Women","Russia","13","8","5","0","13"
"Yury","Rovda","4","Russia","RUS",,"Men","Russia","13","8","3","0","11"
"Aleksandr","Rudometkin","20","Russia","RUS",,"Mixed","Russia","12","4","13","0","17"
"Daria","Salnikova","39","Russia","RUS",,"Mixed","Russia","12","0","4","0","4"
"Alina","Shariapova","7","Russia","RUS",,"Mixed","Russia","12","4","5","0","9"
"Alexander","Shebunyaev","13","Russia","RUS",,"Mixed","Russia","12","3","6","0","9"
"Natalia","Shebunyaeva","8","Russia","RUS",,"Mixed","Russia","12","11","2","0","13"
"Petr","Skoropupov","44","Russia","RUS",,"Men","Russia","12","7","7","0","14"
"Saulius","Skripskas","11","Russia","RUS",,"Master Men","Russia","12","1","2","0","3"
"Evgenii","Sobolev","26","Russia","RUS",,"Master Men","Russia","12","16","18","0","34"
"Aleksei","Solovev","77","Russia","RUS",,"Master Men","Russia","12","0","2","0","2"
"Anna","Stukalina","14","Russia","RUS",,"Mixed","Russia","12","5","12","0","17"
"INGA","SULIMOVA","48","Russia","RUS",,"Women","Russia","13","21","4","0","25"
"Timofei","Takhistov","2","Russia","RUS",,"Master Men","Russia","12","2","5","0","7"
"Alisa","Tizik","91","Russia","RUS",,"Women","Russia","13","7","24","0","31"
"Anatoly","Vasilyev","18","Russia","RUS",,"Mixed","Russia","12","30","2","0","32"
"Alena","Vinogradova","15","Russia","RUS",,"Mixed","Russia","12","2","19","0","21"
"Elizaveta","Voronkova","71","Russia","RUS",,"Women","Russia","13","12","20","0","32"
"Ksenia","Yasalova","88","Russia","RUS",,"Women","Russia","10","2","2","0","4"
"Mikhail","Zharkovskiy","25","Russia","RUS",,"Master Men","Russia","12","15","4","0","19"
"Ziwei","Ang","7","Singapore","SIN",,"Women","Singapore","13","22","8","0","30"
"Matias","Autio","13","Singapore","SIN",,"Master Men","Singapore","11","2","0","0","2"
"Ulrike","Bornheimer","42","Singapore","SIN",,"Women","Singapore","13","0","0","0","0"
"Samuel","Cooper","7","Singapore","SIN",,"Men","Singapore","13","8","8","0","16"
"Yoonee","Jeong","14","Singapore","SIN",,"Women","Singapore","13","4","1","0","5"
"Zi Yang","Kan","12","Singapore","SIN",,"Men","Singapore","13","3","13","0","16"
"Trina","Lam","37","Singapore","SIN",,"Women","Singapore","13","6","5","0","11"
"Edmund","Lew","0","Singapore","SIN",,"Master Men","Singapore","11","1","4","0","5"
"Rachel","Liew","15","Singapore","SIN",,"Women","Singapore","13","14","6","0","20"
"Alexander","Lim","81","Singapore","SIN",,"Master Men","Singapore","11","8","8","0","16"
"Cheng Ling","Lim","17","Singapore","SIN",,"Women","Singapore","13","4","2","0","6"
"Melissa","Lim","82","Singapore","SIN",,"Women","Singapore","13","6","16","0","22"
"Xiang Jie","Lim","50","Singapore","SIN",,"Men","Singapore","13","5","2","0","7"
"Wolfgang","Maehr","67","Singapore","SIN",,"Master Men","Singapore","11","10","17","0","27"
"Kensuke","Nakatsu","31","Singapore","SIN",,"Master Men","Singapore","11","5","6","0","11"
"Kee Khoon","Neo","15","Singapore","SIN",,"Master Men","Singapore","11","11","1","0","12"
"Cheryl","Ng","29","Singapore","SIN",,"Women","Singapore","13","1","3","0","4"
"Henry Yong Xiang","Ng","0","Singapore","SIN",,"Men","Singapore","13","22","4","0","26"
"Aaron","Perryman","40","Singapore","SIN",,"Master Men","Singapore","11","1","6","0","7"
"Tanya","Ponomareva","12","Singapore","SIN",,"Women","Singapore","13","4","0","0","4"
"Kwang Yong","Quek","66","Singapore","SIN",,"Master Men","Singapore","11","1","6","0","7"
"Marcus","Quek","23","Singapore","SIN",,"Men","Singapore","13","11","2","0","13"
"Vijay","Ranganathan","96","Singapore","SIN",,"Master Men","Singapore","11","6","6","0","12"
"Paul","Riley","57","Singapore","SIN",,"Master Men","Singapore","11","18","10","0","28"
"Joshua","Ringer","8","Singapore","SIN",,"Men","Singapore","13","2","0","0","2"
"Jordan","S.","7","Singapore","SIN",,"Master Men","Singapore","9","3","0","0","3"
"Xavier","Saynac","5","Singapore","SIN",,"Men","Singapore","13","3","7","0","10"
"Kian Wee","Sim","74","Singapore","SIN",,"Master Men","Singapore","11","0","2","0","2"
"Da Yong","Soon","3","Singapore","SIN",,"Men","Singapore","13","1","1","0","2"
"Cynthia","Tan","16","Singapore","SIN",,"Women","Singapore","13","0","2","0","2"
"Janssen","Tan","42","Singapore","SIN",,"Men","Singapore","13","11","2","0","13"
"Jian Liang","Tan","4","Singapore","SIN",,"Men","Singapore","13","5","3","0","8"
"Joleen","Tan","59","Singapore","SIN",,"Women","Singapore","13","2","8","0","10"
"Victor","Tan","9","Singapore","SIN",,"Men","Singapore","13","9","25","0","34"
"Wei Xiang","Tan","19","Singapore","SIN",,"Men","Singapore","13","2","9","0","11"
"Fedeline","Tjong","24","Singapore","SIN",,"Women","Singapore","13","1","4","0","5"
"Emily","Wong","10","Singapore","SIN",,"Women","Singapore","13","3","12","0","15"
"Si Jie","Yong","14","Singapore","SIN",,"Men","Singapore","13","3","9","0","12"
"Unai","Alastruey Marchena","19","Spain","ESP",,"Men","Spain","13","5","13","0","18"
"Marta","Alvarez","3","Spain","ESP",,"Master Women","Spain","13","2","0","0","2"
"Gerardo","Amortegui","13","Spain","ESP",,"Master Mixed","Spain","13","2","10","0","12"
"Helena","Andres Terre","12","Spain","ESP",,"Women","Spain","13","2","1","0","3"
"Gorka","Angulo","69","Spain","ESP",,"GrandMaster Men","Spain","11","2","5","0","7"
"Ricardo","Arenas","35","Spain","ESP",,"GrandMaster Men","Spain","11","2","9","0","11"
"Rodrigo","Arratia","14","Spain","ESP",,"Master Men","Spain","11","3","0","0","3"
"William","Bates","29","Spain","ESP",,"Master Men","Spain","11","8","10","0","18"
"Valentina","Betancor Boerr","7","Spain","ESP",,"Mixed","Spain","12","4","18","0","22"
"Kevin","Blanch","10","Spain","ESP",,"Master Mixed","Spain","13","21","5","0","26"
"Maria Jose","Bohorquez","4","Spain","ESP",,"Master Mixed","Spain","13","4","28","0","32"
"Julia","Cadiach Ricoma","10","Spain","ESP",,"Master Women","Spain","13","3","15","0","18"
"Andrea","Carretero Ulloa","9","Spain","ESP",,"Women","Spain","13","0","15","0","15"
"Sergi","Castillo","17","Spain","ESP",,"GrandMaster Men","Spain","11","6","3","0","9"
"Pablo","Castro","82","Spain","ESP",,"Master Men","Spain","11","2","12","0","14"
"Clara","Chamorro","23","Spain","ESP",,"Master Women","Spain","13","20","5","0","25"
"Nicholai","Chapman","44","Spain","ESP",,"Mixed","Spain","12","23","3","0","26"
"Nicolas","Chauveau","9","Spain","ESP",,"Master Men","Spain","11","11","10","0","21"
"Enrique","Cipriano","70","Spain","ESP",,"GrandMaster Men","Spain","11","2","3","0","5"
"Carmen","Corredera","12","Spain","ESP",,"Master Mixed","Spain","13","0","6","0","6"
"Elena","Dalmases","11","Spain","ESP",,"Master Women","Spain","13","30","0","0","30"
"Diane","Davis","31","Spain","ESP",,"Master Women","Spain","13","23","5","0","28"
"Estibaliz","Díaz","97","Spain","ESP",,"Master Mixed","Spain","13","5","4","0","9"
"Sergio","Díaz Puerta","10","Spain","ESP",,"Men","Spain","13","2","19","0","21"
"Susie","Distler","5","Spain","ESP",,"Master Women","Spain","13","16","2","0","18"
"Pablo Adrián","Dorta Alberto","91","Spain","ESP",,"Mixed","Spain","12","12","7","0","19"
"Sergi","Esteban Garcia","8","Spain","ESP",,"GrandMaster Men","Spain","11","2","4","0","6"
"Juan Carlos","Fernandez Troyano","43","Spain","ESP",,"Men","Spain","12","19","1","0","20"
"Alberto","Ferreiro","5","Spain","ESP",,"Master Mixed","Spain","13","21","4","0","25"
"José Alejandro","Gabaldoni Teperino","88","Spain","ESP",,"Men","Spain","13","10","10","0","20"
"Silvia","Garcia","8","Spain","ESP",,"Master Women","Spain","13","1","0","0","1"
"Álex","García Roig","10","Spain","ESP",,"Mixed","Spain","12","7","3","0","10"
"Angel","Garcia Sevilla","18","Spain","ESP",,"GrandMaster Men","Spain","11","3","1","0","4"
"Pablo","Gonzalez","0","Spain","ESP",,"GrandMaster Men","Spain","10","0","0","0","0"
"Óscar","González Betancor","22","Spain","ESP",,"Mixed","Spain","12","4","17","0","21"
"Carolina","Gonzalez Navasa","15","Spain","ESP",,"Women","Spain","13","7","6","0","13"
"Cristina","González Navasa","12","Spain","ESP",,"Mixed","Spain","12","3","3","0","6"
"Patricia","González Navasa","1","Spain","ESP",,"Mixed","Spain","12","8","9","0","17"
"Isabel","Gutiérrez Prada","61","Spain","ESP",,"Women","Spain","13","5","22","0","27"
"Andrea","Holm","8","Spain","ESP",,"Master Mixed","Spain","13","2","20","0","22"
"Dmitrii","Isaichuk","13","Spain","ESP",,"Mixed","Spain","12","1","2","0","3"
"Maria","Jezior","23","Spain","ESP",,"Mixed","Spain","12","0","13","0","13"
"Miguel","Jiménez Pérez","24","Spain","ESP",,"Mixed","Spain","12","23","10","0","33"
"Tim","Kohlstadt","71","Spain","ESP",,"Master Men","Spain","11","14","0","0","14"
"Maria del Carmen","Lafita Navaro","7","Spain","ESP",,"Women","Spain","13","5","2","0","7"
"Jenny","Lee","15","Spain","ESP",,"Mixed","Spain","12","0","7","0","7"
"Alexis","Long","5","Spain","ESP",,"Men","Spain","13","9","9","0","18"
"José Manuel","López Aragonés","11","Spain","ESP",,"Men","Spain","13","2","7","0","9"
"Arantza","López Romo","16","Spain","ESP",,"Women","Spain","13","1","5","0","6"
"Diego","Lorenzo Jiménez","24","Spain","ESP",,"Men","Spain","13","15","11","0","26"
"Ricardo Nuno","Maio Madeira","31","Spain","ESP",,"Master Men","Spain","11","2","5","0","7"
"Albert","Mallada","2","Spain","ESP",,"GrandMaster Men","Spain","10","4","12","0","16"
"Kory","Malone","13","Spain","ESP",,"GrandMaster Men","Spain","11","20","1","0","21"
"Marta","Mampel Arija","55","Spain","ESP",,"Women","Spain","13","26","3","0","29"
"Ricardo José","Márquez Ravelo","99","Spain","ESP",,"Men","Spain","13","21","5","0","26"
"Alexis","Martín","75","Spain","ESP",,"Master Mixed","Spain","13","23","3","0","26"
"Jesús","Martín","5","Spain","ESP",,"GrandMaster Men","Spain","11","7","18","0","25"
"Lara","Medin","82","Spain","ESP",,"Master Women","Spain","13","0","14","0","14"
"Edmundo José","Mercier Henríquez","18","Spain","ESP",,"Mixed","Spain","12","14","4","0","18"
"Rodrigo","Mogollón","19","Spain","ESP",,"Master Men","Spain","11","4","7","0","11"
"Óscar","Moreno","76","Spain","ESP",,"GrandMaster Men","Spain","11","2","1","0","3"
"Kelly Anne","Moss","10","Spain","ESP",,"Women","Spain","13","10","5","0","15"
"Ika","Motis","0","Spain","ESP",,"Master Women","Spain","13","4","19","0","23"
"Pablo","Naya Punzano","71","Spain","ESP",,"Men","Spain","13","13","8","0","21"
"Amán","Núñez","99","Spain","ESP",,"Master Mixed","Spain","13","21","7","0","28"
"Carles","Oliver Casanellas","0","Spain","ESP",,"Mixed","Spain","12","15","12","0","27"
"Luci","Otal Ordás","25","Spain","ESP",,"Women","Spain","13","22","1","0","23"
"Rocío","Otero García","31","Spain","ESP",,"Women","Spain","13","6","3","0","9"
"Pedro","Padilla Marrero","76","Spain","ESP",,"Master Men","Spain","11","20","4","0","24"
"Maria Rosa","Perez","16","Spain","ESP",,"Master Women","Spain","13","0","20","0","20"
"Francisco Javier","Perez Carames","79","Spain","ESP",,"Master Men","Spain","11","10","2","0","12"
"Miguel","Perez Carames","6","Spain","ESP",,"Master Men","Spain","11","14","19","0","33"
"Aina","Pérez Voto","11","Spain","ESP",,"Women","Spain","13","12","20","0","32"
"Mitchell","Peters","8","Spain","ESP",,"Master Men","Spain","11","11","14","0","25"
"Guillem","Pina Laguna","21","Spain","ESP",,"Men","Spain","13","2","6","0","8"
"David","Quesada","6","Spain","ESP",,"GrandMaster Men","Spain","11","19","8","0","27"
"Roger","Ramirez","23","Spain","ESP",,"Master Mixed","Spain","13","3","4","0","7"
"Javier","Requejo Benito","10","Spain","ESP",,"Master Men","Spain","11","2","1","0","3"
"Juan José","Rivero Urdaneta","34","Spain","ESP",,"Master Men","Spain","11","1","1","0","2"
"Antonio","Rodríguez","21","Spain","ESP",,"GrandMaster Men","Spain","11","3","5","0","8"
"Tatiana","Rodríguez","1","Spain","ESP",,"Master Mixed","Spain","13","3","18","0","21"
"Hanna","Rohret","18","Spain","ESP",,"Women","Spain","13","9","8","0","17"
"Alexis","Román","21","Spain","ESP",,"Master Mixed","Spain","13","13","14","1","27"
"Quirze","Rovira Castellà","92","Spain","ESP",,"Men","Spain","13","16","11","0","27"
"Rubén","San José García","12","Spain","ESP",,"Men","Spain","13","8","24","0","32"
"Daniel","Schenk","59","Spain","ESP",,"Master Men","Spain","11","3","17","0","20"
"Uwe","Schmid","3","Spain","ESP",,"Master Mixed","Spain","13","5","5","0","10"
"Jim","Shur","29","Spain","ESP",,"GrandMaster Men","Spain","11","1","3","0","4"
"Jennifer","Sorinas","62","Spain","ESP",,"Mixed","Spain","12","1","4","0","5"
"Marta","Suárez","27","Spain","ESP",,"Master Mixed","Spain","13","3","0","0","3"
"Irene","Taberner Palahí","86","Spain","ESP",,"Mixed","Spain","12","0","3","0","3"
"Sergio","Torres","2","Spain","ESP",,"Master Men","Spain","11","0","3","0","3"
"David","Tortosa","11","Spain","ESP",,"Master Mixed","Spain","13","10","10","0","20"
"Jeffrey James","Trench","28","Spain","ESP",,"Men","Spain","13","13","12","0","25"
"Aïda","Treviño Peña","8","Spain","ESP",,"Women","Spain","13","9","13","0","22"
"Andrea","Valverde","73","Spain","ESP",,"Women","Spain","13","4","15","0","19"
"Eva","Vazquez","25","Spain","ESP",,"Master Women","Spain","13","4","0","0","4"
"Pedro","Vázquez Marcote","2","Spain","ESP",,"Men","Spain","13","9","8","0","17"
"Nayra","Vega","7","Spain","ESP",,"Master Women","Spain","13","7","1","0","8"
"Maria","Vergara","45","Spain","ESP",,"Master Women","Spain","13","3","16","0","19"
"Monica","Vergara","35","Spain","ESP",,"Master Women","Spain","13","1","17","0","18"
"Maria","Ahlwin","13","Sweden","SWE",,"Master Women","Sweden","13","11","5","0","16"
"Pontus","Åkerling","44","Sweden","SWE",,"Men","Sweden","14","0","3","0","3"
"Simon","Åkerling","18","Sweden","SWE",,"Mixed","Sweden","12","13","19","0","32"
"Johan","Ålund","6","Sweden","SWE",,"GrandMaster Men","Sweden","11","7","4","0","11"
"Anneli","Andersson","19","Sweden","SWE",,"Master Women","Sweden","13","15","17","0","32"
"Felix","Andersson","66","Sweden","SWE",,"Men","Sweden","14","2","2","0","4"
"Harriet","Andersson","6","Sweden","SWE",,"Master Women","Sweden","13","13","15","0","28"
"Maria","Andreen","16","Sweden","SWE",,"Master Women","Sweden","13","2","1","0","3"
"Jonatan","Angergård","83","Sweden","SWE",,"Men","Sweden","14","13","12","0","25"
"Sebastian","Arora-Jonsson","98","Sweden","SWE",,"Men","Sweden","14","6","14","0","20"
"Tommy","Blom","73","Sweden","SWE",,"GrandMaster Men","Sweden","11","9","1","0","10"
"Lina","Blomstrand","4","Sweden","SWE",,"Master Women","Sweden","13","9","11","0","20"
"Martin","Bomark","77","Sweden","SWE",,"Men","Sweden","14","5","3","0","8"
"Johan","Byren","10","Sweden","SWE",,"Mixed","Sweden","12","14","9","0","23"
"Martin","Carlsson","27","Sweden","SWE",,"Men","Sweden","14","25","9","1","34"
"Anders","Dahlberg","17","Sweden","SWE",,"Mixed","Sweden","12","14","10","0","24"
"Linda","Ekborg","65","Sweden","SWE",,"Mixed","Sweden","12","2","9","0","11"
"Sarah","Eklund","7","Sweden","SWE",,"Mixed","Sweden","12","2","29","0","31"
"Tomas","Eriksson","21","Sweden","SWE",,"Mixed","Sweden","12","10","2","0","12"
"Mikael","Forsgren","10","Sweden","SWE",,"GrandMaster Men","Sweden","11","6","5","0","11"
"Jacob","Greenberg","74","Sweden","SWE",,"Men","Sweden","14","10","33","0","43"
"Karolina","Hagenbjörk","9","Sweden","SWE",,"Master Women","Sweden","13","12","2","0","14"
"Mikael","Hanski","86","Sweden","SWE",,"GrandMaster Men","Sweden","11","15","5","0","20"
"Carolina","Hargeby","2","Sweden","SWE",,"Master Women","Sweden","13","23","3","0","26"
"Martin","Hargeby","18","Sweden","SWE",,"GrandMaster Men","Sweden","11","24","14","0","38"
"Fredrik","Hedström","1","Sweden","SWE",,"GrandMaster Men","Sweden","11","3","7","0","10"
"Laila","Hellkvist","21","Sweden","SWE",,"Master Women","Sweden","13","3","4","0","7"
"Fredrik","Hermodsson","89","Sweden","SWE",,"Men","Sweden","14","25","9","0","34"
"Joel","Högberg","1","Sweden","SWE",,"Mixed","Sweden","12","18","3","0","21"
"Oda","Homlong Klaren","14","Sweden","SWE",,"Mixed","Sweden","12","3","5","0","8"
"Jonatan","Jakobsson","8","Sweden","SWE",,"GrandMaster Men","Sweden","11","1","3","0","4"
"Stefan","Johansson","13","Sweden","SWE",,"Mixed","Sweden","10","9","4","0","13"
"Rickard","Kindgren","3","Sweden","SWE",,"GrandMaster Men","Sweden","11","5","9","0","14"
"Shaggy","Larsson","9","Sweden","SWE",,"GrandMaster Men","Sweden","11","1","4","0","5"
"Johan","Leandersson","4","Sweden","SWE",,"Mixed","Sweden","12","2","19","0","21"
"Gabriel","Leifland Berntsson","92","Sweden","SWE",,"Men","Sweden","14","1","5","0","6"
"Annika","Lindqvist","9","Sweden","SWE",,"Mixed","Sweden","12","12","5","0","17"
"Maja","Lindroth","11","Sweden","SWE",,"Mixed","Sweden","12","1","6","0","7"
"Susanne","Markhede","5","Sweden","SWE",,"Master Women","Sweden","13","3","9","0","12"
"Pär","Mattsson","11","Sweden","SWE",,"GrandMaster Men","Sweden","11","10","8","0","18"
"Nadya","Melnikova","27","Sweden","SWE",,"Mixed","Sweden","12","7","3","0","10"
"Björn","Nordin","86","Sweden","SWE",,"Men","Sweden","14","8","17","0","25"
"Albin","Olofsson","26","Sweden","SWE",,"Men","Sweden","14","1","8","0","9"
"Anna","Sahlen","3","Sweden","SWE",,"Master Women","Sweden","10","0","18","0","18"
"Mikael","Sahlin","20","Sweden","SWE",,"Men","Sweden","14","7","4","0","11"
"Karin","Sandberg Noring","11","Sweden","SWE",,"Master Women","Sweden","10","9","1","0","10"
"Henrik","Sandin","7","Sweden","SWE",,"GrandMaster Men","Sweden","10","0","2","0","2"
"Peter","Sandin","16","Sweden","SWE",,"GrandMaster Men","Sweden","10","4","4","0","8"
"Linnea","Seibert","37","Sweden","SWE",,"Mixed","Sweden","12","9","2","0","11"
"Clas","Starwing","8","Sweden","SWE",,"Men","Sweden","14","4","6","0","10"
"Joel","Stenberg","9","Sweden","SWE",,"Men","Sweden","14","4","0","0","4"
"Staffan","Strandell","19","Sweden","SWE",,"Men","Sweden","14","15","2","0","17"
"Stefan","Strömmer Carlsson","13","Sweden","SWE",,"GrandMaster Men","Sweden","11","15","5","0","20"
"Patrik","Sundqvist","22","Sweden","SWE",,"Mixed","Sweden","11","20","11","0","31"
"Stina","Thim","1","Sweden","SWE",,"Master Women","Sweden","13","25","20","0","45"
"Hanna","Tordardottir","15","Sweden","SWE",,"Master Women","Sweden","13","6","25","0","31"
"Albin","Wiberg","5","Sweden","SWE",,"GrandMaster Men","Sweden","11","4","37","0","41"
"Josef","Wiberg","2","Sweden","SWE",,"GrandMaster Men","Sweden","11","7","5","0","12"
"Jens","Achenbach","91","Switzerland","SUI",,"Master Mixed","Switzerland","13","26","5","0","31"
"Julia","Achenbach","8","Switzerland","SUI",,"Master Mixed","Switzerland","13","2","3","0","5"
"Nino","Affrini","92","Switzerland","SUI",,"Men","Switzerland","13","3","0","0","3"
"Meinrad","Andermatt","87","Switzerland","SUI",,"Men","Switzerland","13","2","8","0","10"
"Mario","Baumann","7","Switzerland","SUI",,"Mixed","Switzerland","12","10","7","0","17"
"Gilbert","Betschart","73","Switzerland","SUI",,"Master Mixed","Switzerland","13","5","13","0","18"
"Rolf","Blättler","15","Switzerland","SUI",,"Master Mixed","Switzerland","13","17","9","0","26"
"Annette","Blum","28","Switzerland","SUI",,"Master Mixed","Switzerland","13","2","6","0","8"
"Nicolas","Busch","33","Switzerland","SUI",,"Men","Switzerland","13","7","18","0","25"
"Andreas","Buser","79","Switzerland","SUI",,"Master Men","Switzerland","11","0","1","0","1"
"Sebastian","Dickenmann","34","Switzerland","SUI",,"Master Men","Switzerland","11","4","5","0","9"
"Claudio","Dulio","8","Switzerland","SUI",,"Master Men","Switzerland","11","5","3","0","8"
"Elmar","Fähndrich","36","Switzerland","SUI",,"Men","Switzerland","13","3","4","0","7"
"Benjamin","Fischer","83","Switzerland","SUI",,"Master Men","Switzerland","10","18","3","0","21"
"Florian","Furrer","97","Switzerland","SUI",,"Master Mixed","Switzerland","13","6","14","0","20"
"Yannick","Galland","9","Switzerland","SUI",,"Women","Switzerland","13","4","8","0","12"
"Sebastian","Gloor","9","Switzerland","SUI",,"Mixed","Switzerland","12","18","9","0","27"
"Katrin","Grenacher","4","Switzerland","SUI",,"Women","Switzerland","13","1","2","0","3"
"Isabelle","Güttinger","14","Switzerland","SUI",,"Women","Switzerland","13","14","16","0","30"
"Eugenia","Harms","44","Switzerland","SUI",,"Mixed","Switzerland","12","3","7","0","10"
"Olivia","Hauser","17","Switzerland","SUI",,"Mixed","Switzerland","12","7","1","0","8"
"Andrea","Honegger","11","Switzerland","SUI",,"Women","Switzerland","13","1","1","0","2"
"Christine","Hürlimann","5","Switzerland","SUI",,"Women","Switzerland","13","2","7","0","9"
"Daniele","Immersi","24","Switzerland","SUI",,"Men","Switzerland","13","6","7","0","13"
"Fabio","Jacomet","69","Switzerland","SUI",,"Men","Switzerland","13","6","28","0","34"
"Mario","Jacomet","11","Switzerland","SUI",,"Men","Switzerland","13","7","4","0","11"
"Peter","Jakob","12","Switzerland","SUI",,"Mixed","Switzerland","12","1","11","0","12"
"Anna","Kaempfer","7","Switzerland","SUI",,"Master Mixed","Switzerland","13","5","8","0","13"
"Yannicka","Kappelmann","18","Switzerland","SUI",,"Mixed","Switzerland","12","3","7","0","10"
"Laura","Kunzelmann","11","Switzerland","SUI",,"Mixed","Switzerland","12","7","10","0","17"
"Maria","Lahr","14","Switzerland","SUI",,"Master Mixed","Switzerland","13","0","13","0","13"
"Leonie","Lendenmann","36","Switzerland","SUI",,"Women","Switzerland","13","7","13","0","20"
"Amanda","Lobel","21","Switzerland","SUI",,"Women","Switzerland","13","7","2","0","9"
"Beat","Mas Bakal","76","Switzerland","SUI",,"Master Men","Switzerland","11","10","8","0","18"
"Veronique","Mayor","13","Switzerland","SUI",,"Women","Switzerland","13","7","13","0","20"
"Oswin","Metzger","47","Switzerland","SUI",,"Mixed","Switzerland","12","9","15","0","24"
"Melanie","Meuter","89","Switzerland","SUI",,"Women","Switzerland","13","18","9","0","27"
"Simon","Meyer","11","Switzerland","SUI",,"Master Men","Switzerland","1","0","0","0","0"
"Luca","Miglioretto","28","Switzerland","SUI",,"Men","Switzerland","13","33","13","0","46"
"Nicolas","Miglioretto","13","Switzerland","SUI",,"Men","Switzerland","13","13","7","0","20"
"David","Moser","77","Switzerland","SUI",,"Men","Switzerland","13","9","6","0","15"
"Marc","Mosimann","50","Switzerland","SUI",,"Mixed","Switzerland","12","7","7","0","14"
"Lucius","Müller","38","Switzerland","SUI",,"Men","Switzerland","12","6","4","0","10"
"Eric","Nelson","71","Switzerland","SUI",,"Master Mixed","Switzerland","13","3","10","0","13"
"Melanie","Neunerdt","28","Switzerland","SUI",,"Mixed","Switzerland","12","13","6","0","19"
"Laura","Niederhauser","34","Switzerland","SUI",,"Women","Switzerland","13","21","10","0","31"
"Harald","Ohla","21","Switzerland","SUI",,"Men","Switzerland","13","5","8","0","13"
"Marco","Puliafito","91","Switzerland","SUI",,"Master Men","Switzerland","9","2","1","0","3"
"Silvano","Puliafito","67","Switzerland","SUI",,"Mixed","Switzerland","12","22","5","0","27"
"Aaron","Riedle","33","Switzerland","SUI",,"Mixed","Switzerland","12","19","16","0","35"
"Severin","Ris","14","Switzerland","SUI",,"Mixed","Switzerland","12","4","16","0","20"
"Estelle","Rivière","86","Switzerland","SUI",,"Women","Switzerland","13","5","5","0","10"
"Stefan","Roth","21","Switzerland","SUI",,"Master Mixed","Switzerland","13","8","9","0","17"
"Möritz","Rövekamp","19","Switzerland","SUI",,"Men","Switzerland","13","1","12","0","13"
"Sarina","Schenk","19","Switzerland","SUI",,"Women","Switzerland","13","5","10","0","15"
"Dani","Schmid","14","Switzerland","SUI",,"Master Men","Switzerland","11","5","11","0","16"
"Christian","Schneider","99","Switzerland","SUI",,"Master Mixed","Switzerland","13","12","2","0","14"
"Sandra","Schnider","28","Switzerland","SUI",,"Women","Switzerland","13","7","4","0","11"
"Marcel","Stadelmann","77","Switzerland","SUI",,"Master Mixed","Switzerland","13","9","3","0","12"
"Anuschka","Stöckli","5","Switzerland","SUI",,"Master Mixed","Switzerland","13","1","6","0","7"
"Claudia","Strehler","73","Switzerland","SUI",,"Women","Switzerland","13","16","11","0","27"
"Benjamin","Sutter","81","Switzerland","SUI",,"Master Men","Switzerland","11","1","4","0","5"
"Jan","Tenger","37","Switzerland","SUI",,"Men","Switzerland","13","20","6","0","26"
"Jorge","Toro","12","Switzerland","SUI",,"Master Men","Switzerland","11","4","3","0","7"
"Ary","Vaistj","57","Switzerland","SUI",,"Men","Switzerland","13","6","2","0","8"
"Jane","Van Coillie","82","Switzerland","SUI",,"Mixed","Switzerland","12","6","6","0","12"
"Kim","Wagner","78","Switzerland","SUI",,"Master Men","Switzerland","11","7","1","0","8"
"Andreas","Wegmann","33","Switzerland","SUI",,"Master Men","Switzerland","11","7","8","0","15"
"Edward","Wehrwein","7","Switzerland","SUI",,"Master Men","Switzerland","11","3","1","0","4"
"David","Weiss","24","Switzerland","SUI",,"Master Men","Switzerland","11","1","11","0","12"
"Nathalie","Wellens","9","Switzerland","SUI",,"Master Mixed","Switzerland","13","10","5","0","15"
