"FirstName","LastName","Jersey","TeamName","TeamAbbreviation","Club","Division","Country","Games","Assists","Goals","Callahans","Total"
"Petr","Haering","91","Czech Republic","CZE",,"Master Men","Czech Republic","12","5","8","0","13"
"Tereza","Havelcová","48","Czech Republic","CZE",,"Women","Czech Republic","13","2","6","0","8"
"Alžběta","Hodačová","11","Czech Republic","CZE",,"Mixed","Czech Republic","12","2","12","0","14"
"Marek","Holický","11","Czech Republic","CZE",,"Master Men","Czech Republic","12","17","6","0","23"
"Lukáš","Houška","13","Czech Republic","CZE",,"Mixed","Czech Republic","12","0","2","0","2"
"Michael","Hron","51","Czech Republic","CZE",,"Master Men","Czech Republic","12","2","3","0","5"
"Jaromír","Jáchym","4","Czech Republic","CZE",,"Mixed","Czech Republic","12","16","7","0","23"
"Luboš","Jansa","89","Czech Republic","CZE",,"Master Men","Czech Republic","12","2","3","0","5"
"Lucie","Jarolímová","37","Czech Republic","CZE",,"Women","Czech Republic","13","9","2","0","11"
"Anna","Klacková","36","Czech Republic","CZE",,"Women","Czech Republic","13","12","2","0","14"
"Iva","Klimentová","27","Czech Republic","CZE",,"Women","Czech Republic","13","8","6","0","14"
"Tereza","Kobylková","43","Czech Republic","CZE",,"Mixed","Czech Republic","12","7","4","0","11"
"Petr","Kotěšovec","22","Czech Republic","CZE",,"Master Men","Czech Republic","12","25","6","0","31"
"Jaromír","Koubek","24","Czech Republic","CZE",,"Master Men","Czech Republic","12","15","20","0","35"
"Zuzana","Koubková","15","Czech Republic","CZE",,"Women","Czech Republic","13","9","22","0","31"
"Aleš","Koželuh","82","Czech Republic","CZE",,"Master Men","Czech Republic","12","0","6","0","6"
"Vladimír","Kusbach","36","Czech Republic","CZE",,"Master Men","Czech Republic","12","4","5","0","9"
"Ludmila","Lejsalová","87","Czech Republic","CZE",,"Mixed","Czech Republic","12","1","4","0","5"
"Alena","Malá","17","Czech Republic","CZE",,"Women","Czech Republic","13","19","7","0","26"
"Lukáš","Manak","89","Czech Republic","CZE",,"Mixed","Czech Republic","12","0","1","0","1"
"Štěpán","Materna","12","Czech Republic","CZE",,"Master Men","Czech Republic","12","10","3","0","13"
"Petr","Medek","13","Czech Republic","CZE",,"Master Men","Czech Republic","12","12","11","0","23"
"Marie","Michalová","28","Czech Republic","CZE",,"Women","Czech Republic","13","12","2","0","14"
"Ondřej","Miller","28","Czech Republic","CZE",,"Master Men","Czech Republic","12","4","8","0","12"
"Jan","Novák","40","Czech Republic","CZE",,"Master Men","Czech Republic","12","5","1","0","6"
"Veronika","Papoušková","20","Czech Republic","CZE",,"Mixed","Czech Republic","12","0","1","0","1"
"Markéta","Pilátová","2","Czech Republic","CZE",,"Women","Czech Republic","13","5","2","0","7"
"Renata","Ptáčková","11","Czech Republic","CZE",,"Women","Czech Republic","13","1","7","0","8"
"Tereza","Purschová","71","Czech Republic","CZE",,"Women","Czech Republic","13","0","8","0","8"
"Martin","Řezník","25","Czech Republic","CZE",,"Master Men","Czech Republic","12","1","27","0","28"
"Ivana","Sartoriusová","88","Czech Republic","CZE",,"Women","Czech Republic","13","5","4","0","9"
"Matěj","Štětka","15","Czech Republic","CZE",,"Mixed","Czech Republic","12","10","23","0","33"
"Klára","Šulcová","78","Czech Republic","CZE",,"Mixed","Czech Republic","12","0","5","0","5"
"Jiří","Svatoš","23","Czech Republic","CZE",,"Mixed","Czech Republic","12","30","17","0","47"
"Veronika","Tomanová","21","Czech Republic","CZE",,"Women","Czech Republic","13","1","5","0","6"
"Ráchel","Tošnerová","5","Czech Republic","CZE",,"Mixed","Czech Republic","12","19","6","0","25"
"Lucie","Vávrová","63","Czech Republic","CZE",,"Women","Czech Republic","13","5","5","0","10"
"Tomáš","Veselý","80","Czech Republic","CZE",,"Master Men","Czech Republic","12","14","6","0","20"
"David","Wasserbauer","10","Czech Republic","CZE",,"Mixed","Czech Republic","12","3","7","0","10"
"Zuzana","Žatečková","64","Czech Republic","CZE",,"Women","Czech Republic","13","6","2","0","8"
"Astrid","Alsted","17","Denmark","DEN",,"Women","Denmark","13","17","14","0","31"
"Freja","Bak Pjetursson","79","Denmark","DEN",,"Women","Denmark","12","0","5","0","5"
"Inge-Marie","Buch Greisen","20","Denmark","DEN",,"Master Women","Denmark","11","6","7","0","13"
"Casper","Børresen","38","Denmark","DEN",,"Men","Denmark","13","16","9","0","25"
"Janni","Christensen","1","Denmark","DEN",,"Master Women","Denmark","13","7","3","0","10"
"Niklas","Comins","98","Denmark","DEN",,"Men","Denmark","13","15","30","0","45"
"Camilla","Dragsted","8","Denmark","DEN",,"Master Women","Denmark","12","9","7","0","16"
"Louise","Dyring Mbae","10","Denmark","DEN",,"Master Women","Denmark","13","18","16","0","34"
"Andreas","Eiskjær","88","Denmark","DEN",,"Men","Denmark","13","12","7","0","19"
"Asbjørn","Fink","5","Denmark","DEN",,"Men","Denmark","13","5","9","0","14"
"Mette","Godiksen","7","Denmark","DEN",,"Women","Denmark","13","3","0","0","3"
"Christian","Greisen","2","Denmark","DEN",,"Men","Denmark","13","1","2","0","3"
"Kirsten","Hell Knudsen","9","Denmark","DEN",,"Women","Denmark","13","4","14","0","18"
"Laurits","Hjermitslev","13","Denmark","DEN",,"Men","Denmark","13","30","27","0","57"
"Ellen","Jakobsen","18","Denmark","DEN",,"Women","Denmark","13","9","6","0","15"
"Gitte Maria","Jørgensen","7","Denmark","DEN",,"Master Women","Denmark","7","5","0","0","5"
"Vinnie","Kirt","4","Denmark","DEN",,"Women","Denmark","13","5","7","0","12"
"Helle","Kjærsgaard","2","Denmark","DEN",,"Master Women","Denmark","13","14","7","0","21"
"Pernille","Knudsen","5","Denmark","DEN",,"Master Women","Denmark","13","8","12","0","20"
"Bjarne","Laursen","91","Denmark","DEN",,"Men","Denmark","13","8","9","0","17"
"Christina","Lehmkuhl Noer","3","Denmark","DEN",,"Women","Denmark","13","1","12","0","13"
"Rie","Lund Linde","9","Denmark","DEN",,"Master Women","Denmark","11","8","15","0","23"
"Magnus","Magnussen","96","Denmark","DEN",,"Men","Denmark","13","15","13","0","28"
"Maya","Mileck","31","Denmark","DEN",,"Women","Denmark","13","29","12","0","41"
"Mathias","Munk","31","Denmark","DEN",,"Men","Denmark","11","0","4","0","4"
"Thor","Møller","15","Denmark","DEN",,"Men","Denmark","13","13","3","0","16"
"Rikke","Neerup Rørvang","22","Denmark","DEN",,"Women","Denmark","13","2","11","0","13"
"Tina-Thea","Nielsen","6","Denmark","DEN",,"Master Women","Denmark","10","1","8","0","9"
"Lara","Perryman","18","Denmark","DEN",,"Master Women","Denmark","13","4","4","0","8"
"Søren","Ravn","24","Denmark","DEN",,"Men","Denmark","13","5","5","0","10"
"Rikke","Reckzeh","34","Denmark","DEN",,"Master Women","Denmark","13","1","21","0","22"
"Frederik","Schou","6","Denmark","DEN",,"Men","Denmark","13","7","6","0","13"
"Ninna","Schultz","4","Denmark","DEN",,"Master Women","Denmark","13","19","4","0","23"
"Marie","Staalsø","3","Denmark","DEN",,"Master Women","Denmark","10","15","12","0","27"
"Siv","Steffensen","90","Denmark","DEN",,"Women","Denmark","13","5","8","0","13"
"Camilla","Sternberg","12","Denmark","DEN",,"Women","Denmark","13","5","4","0","9"
"Signe Freja","Storgaard","53","Denmark","DEN",,"Women","Denmark","13","0","4","0","4"
"Martin","Strøm","4","Denmark","DEN",,"Men","Denmark","13","0","2","0","2"
"Kate","Sygrove","11","Denmark","DEN",,"Master Women","Denmark","13","8","7","0","15"
"Camilla","Trinderup","55","Denmark","DEN",,"Women","Denmark","12","13","2","0","15"
"Helle","Trinderup","11","Denmark","DEN",,"Women","Denmark","13","4","3","0","7"
"Casper","ven der Merve","69","Denmark","DEN",,"Men","Denmark","11","1","2","0","3"
"Thomas","Vestergaard","81","Denmark","DEN",,"Men","Denmark","12","0","0","0","0"
"Levke","Walczak","42","Denmark","DEN",,"Women","Denmark","13","11","6","0","17"
"Danilo Joaquin","Balaguer Garcia","5","Dominican Republic","DOM",,"Mixed","Dominican Republic","12","9","17","0","26"
"Mariel","Bros Perez","2","Dominican Republic","DOM",,"Mixed","Dominican Republic","12","0","1","0","1"
"Christian","Gaffney-Smith","0","Dominican Republic","DOM",,"Mixed","Dominican Republic","12","13","9","0","22"
"Carlos","Gross","6","Dominican Republic","DOM",,"Mixed","Dominican Republic","12","5","8","0","13"
"Shu-hwei","Huang Freundt","26","Dominican Republic","DOM",,"Mixed","Dominican Republic","12","22","5","0","27"
"Ronald","Imbert","9","Dominican Republic","DOM",,"Mixed","Dominican Republic","12","4","2","0","6"
"Julia","Jaensch","1","Dominican Republic","DOM",,"Mixed","Dominican Republic","12","4","14","0","18"
"Gabriela","Jimenez Tavarez","78","Dominican Republic","DOM",,"Mixed","Dominican Republic","12","4","4","0","8"
"Maria Susana","Perez Peguero","4","Dominican Republic","DOM",,"Mixed","Dominican Republic","10","0","0","0","0"
"Rafael","Perez Pimentel","15","Dominican Republic","DOM",,"Mixed","Dominican Republic","12","16","14","0","30"
"Antonio Jose","Ramos Barletta","10","Dominican Republic","DOM",,"Mixed","Dominican Republic","12","0","4","0","4"
"Jennifer","Rodriguez","3","Dominican Republic","DOM",,"Mixed","Dominican Republic","12","1","1","0","2"
"Laura Isabel","Suárez León","66","Dominican Republic","DOM",,"Mixed","Dominican Republic","12","0","1","0","1"
"Eduardo Manuel","Suero Cuervo","7","Dominican Republic","DOM",,"Mixed","Dominican Republic","12","11","7","0","18"
"Juan Manuel","Vicioso Arthur","20","Dominican Republic","DOM",,"Mixed","Dominican Republic","12","3","5","0","8"
"Aleksander","Andre","3","Estonia","EST",,"Men","Estonia","14","5","0","0","5"
"Kirill","Antonov","7","Estonia","EST",,"Men","Estonia","14","8","10","0","18"
"Rachel","Douglas","48","Estonia","EST",,"Women","Estonia","13","8","2","0","10"
"Mai","Kraft","24","Estonia","EST",,"Women","Estonia","13","4","6","0","10"
"Karmen","Kullamaa","94","Estonia","EST",,"Women","Estonia","13","0","5","0","5"
"Lauri","Laurits","43","Estonia","EST",,"Men","Estonia","14","24","19","0","43"
"Jaagup","Lember","15","Estonia","EST",,"Men","Estonia","14","2","4","0","6"
"Liisa","Licht","8","Estonia","EST",,"Women","Estonia","13","9","19","0","28"
"Nelli","Licht","88","Estonia","EST",,"Women","Estonia","13","17","5","1","22"
"Robin","Lilleorg","12","Estonia","EST",,"Men","Estonia","14","13","30","0","43"
"Kärolin","Lints","18","Estonia","EST",,"Women","Estonia","13","0","0","0","0"
"Kristel","Lints","11","Estonia","EST",,"Women","Estonia","13","19","13","0","32"
"Kristjan","Loorits","34","Estonia","EST",,"Men","Estonia","14","40","7","0","47"
"Grant","Maynard","8","Estonia","EST",,"Men","Estonia","14","9","4","0","13"
"Marje","Mölder","66","Estonia","EST",,"Women","Estonia","13","2","7","0","9"
"Verena","Plehn","12","Estonia","EST",,"Women","Estonia","13","9","6","0","15"
"Fredi","Raba","39","Estonia","EST",,"Men","Estonia","14","5","24","0","29"
"Maie","Reinomägi","19","Estonia","EST",,"Women","Estonia","13","2","4","0","6"
"Kristina","Reinsalu","28","Estonia","EST",,"Women","Estonia","13","8","11","0","19"
"Tõnn","Sikk","96","Estonia","EST",,"Men","Estonia","14","1","3","0","4"
"Markus","Soom","1","Estonia","EST",,"Men","Estonia","14","6","11","0","17"
"Jürgen","Tamme","33","Estonia","EST",,"Men","Estonia","14","1","2","0","3"
"Kaire","Tekku","83","Estonia","EST",,"Women","Estonia","13","3","5","0","8"
"Marek","Tooming","25","Estonia","EST",,"Men","Estonia","14","2","0","0","2"
"Ott","Toomsalu","4","Estonia","EST",,"Men","Estonia","14","1","3","0","4"
"Raido","Uusma","57","Estonia","EST",,"Men","Estonia","14","1","2","0","3"
"Raid","Vellerind","10","Estonia","EST",,"Men","Estonia","14","3","2","0","5"
"Margit","Viilep","10","Estonia","EST",,"Women","Estonia","13","1","1","0","2"
"Tapio","Arimo","11","Finland","FIN",,"GrandMaster Men","Finland","11","12","1","0","13"
"Antti","Elonheimo","80","Finland","FIN",,"Master Mixed","Finland","13","19","11","0","30"
"Markus","Erkinheimo","44","Finland","FIN",,"GrandMaster Men","Finland","11","3","4","0","7"
"Pirjo","Hästbacka","8","Finland","FIN",,"Master Mixed","Finland","13","2","10","0","12"
"Pekka","Kauhanen","1","Finland","FIN",,"Master Mixed","Finland","13","1","5","0","6"
"Jussi","Kitusuo","23","Finland","FIN",,"Master Mixed","Finland","13","5","12","0","17"
"Janne","Kuusinen","14","Finland","FIN",,"GrandMaster Men","Finland","11","3","6","0","9"
"Konstantin","Laakkonen","77","Finland","FIN",,"GrandMaster Men","Finland","11","4","13","0","17"
"Juho","Lehtimäki","33","Finland","FIN",,"Master Mixed","Finland","13","22","7","0","29"
"Tommi","Lehto","20","Finland","FIN",,"GrandMaster Men","Finland","11","19","6","0","25"
"Jere","Manninen","4","Finland","FIN",,"GrandMaster Men","Finland","11","1","2","0","3"
"Henri","Modenius","34","Finland","FIN",,"Master Mixed","Finland","11","4","3","0","7"
"Juhana","Oivio","6","Finland","FIN",,"GrandMaster Men","Finland","11","3","1","0","4"
"Jenni","Oksanen","63","Finland","FIN",,"Master Mixed","Finland","13","12","21","0","33"
"Teemu","Olvio","40","Finland","FIN",,"GrandMaster Men","Finland","11","2","30","0","32"
"Peetu","Ounap","49","Finland","FIN",,"GrandMaster Men","Finland","10","7","0","0","7"
"Juuso","Parkkinen","16","Finland","FIN",,"Master Mixed","Finland","5","0","3","0","3"
"Heidi","Pekkola","10","Finland","FIN",,"Master Mixed","Finland","13","13","7","0","20"
"Ilkka","Rämö","6","Finland","FIN",,"Master Mixed","Finland","13","17","14","0","31"
"Kaisa","Rämö","24","Finland","FIN",,"Master Mixed","Finland","13","4","6","0","10"
"Juri","Rouhiainen","7","Finland","FIN",,"GrandMaster Men","Finland","10","11","12","0","23"
"Juha","Santtila","3","Finland","FIN",,"GrandMaster Men","Finland","11","3","9","0","12"
"Riitta","Syvälä","15","Finland","FIN",,"Master Mixed","Finland","13","11","3","0","14"
"Jaakko","Taivalkoski","36","Finland","FIN",,"GrandMaster Men","Finland","11","3","1","0","4"
"Eetu","Tiihonen","93","Finland","FIN",,"GrandMaster Men","Finland","11","4","5","0","9"
"Anna-Maija","Tiira","20","Finland","FIN",,"Master Mixed","Finland","13","3","11","0","14"
"Antti","Tukiainen","51","Finland","FIN",,"Master Mixed","Finland","13","3","1","0","4"
"Timo","Vaskio","9","Finland","FIN",,"GrandMaster Men","Finland","11","20","1","0","21"
"Mikko","Villi","12","Finland","FIN",,"GrandMaster Men","Finland","11","7","11","0","18"
"Reija","Ylönen","13","Finland","FIN",,"Master Mixed","Finland","13","8","9","0","17"
"POULALIOU","Adèle","16","France","FRA",,"Master Women","France","13","4","20","0","24"
"Anthony","AFFILÉ","5","France","FRA",,"Master Mixed","France","13","18","9","0","27"
"Gaël","Ancelin","74","France","FRA",,"Mixed","France","12","22","15","1","37"
"Ian","Andre-knudsen","47","France","FRA",,"Mixed","France","12","11","2","0","13"
"CHENAL","Anne Laure","12","France","FRA",,"Master Women","France","13","8","5","0","13"
"TISSANDIE","Ariane","57","France","FRA",,"Master Women","France","13","1","16","0","17"
"Elise","Becker","39","France","FRA",,"Women","France","13","3","7","0","10"
"Eric","BECKER","77","France","FRA",,"Men","France","14","17","9","0","26"
"Franck","Benghanem","10","France","FRA",,"GrandMaster Men","France","11","9","1","0","10"
"Thierry","Bessone","22","France","FRA",,"Master Men","France","11","4","12","0","16"
"Nadia","Bodin","8","France","FRA",,"Women","France","13","8","6","1","14"
"Alexis","Boileau","5","France","FRA",,"GrandMaster Men","France","11","7","3","0","10"
"Michel","Bonnefont","15","France","FRA",,"Master Men","France","11","2","16","0","18"
"Matthieu","BOSSER","23","France","FRA",,"Men","France","14","22","17","0","39"
"Frédéric","BREDARD","87","France","FRA",,"Men","France","14","12","12","0","24"
"Justine","Bru","19","France","FRA",,"Mixed","France","12","9","7","0","16"
"Mathieu","CABA","82","France","FRA",,"Master Mixed","France","13","11","12","0","23"
"Bruno","Calmels","29","France","FRA",,"Master Men","France","11","7","17","0","24"
"Cyril","Cayla","27","France","FRA",,"Master Men","France","11","19","13","0","32"
"Laura","Chagneux","54","France","FRA",,"Women","France","11","4","6","0","10"
"Cédric","Chaintron","19","France","FRA",,"GrandMaster Men","France","11","11","5","0","16"
"Alexia","Chassigneux","2","France","FRA",,"Mixed","France","12","4","4","0","8"
"Romain","Chemineau","11","France","FRA",,"Mixed","France","12","8","15","0","23"
"Olivier","Chevalier","14","France","FRA",,"GrandMaster Men","France","11","4","3","0","7"
"Steven","Cochener","7","France","FRA",,"Mixed","France","12","9","9","0","18"
"Charlotte","Danhiez","44","France","FRA",,"Women","France","13","11","5","0","16"
"VUONG","Do Nha My","23","France","FRA",,"Master Women","France","13","22","2","0","24"
"Renee","Dumont","21","France","FRA",,"Women","France","13","4","5","0","9"
"Tanaëlle","Dupas","89","France","FRA",,"Women","France","13","6","2","0","8"
"LESAGE","Emilie","21","France","FRA",,"Master Women","France","13","1","1","0","2"
"NEDELLEC","Emilie","58","France","FRA",,"Master Women","France","13","5","3","0","8"
"PIANA","Emmanuelle","81","France","FRA",,"Master Women","France","13","0","2","0","2"
"Laurent","FAYE","66","France","FRA",,"Men","France","14","9","3","0","12"
"Ludovic","Fichet","54","France","FRA",,"Master Men","France","11","1","2","0","3"
"Gaetan","Forget","77","France","FRA",,"GrandMaster Men","France","11","10","11","0","21"
"HERLEDAN","Gaëlle","29","France","FRA",,"Master Women","France","13","1","3","0","4"
"Cyril","Ganneau","12","France","FRA",,"Master Men","France","11","2","15","0","17"
"Clément","GELOT","96","France","FRA",,"Men","France","14","7","12","0","19"
"David","Glaizal","23","France","FRA",,"Master Men","France","11","5","10","0","15"
"Jean-Yves","Goliard","88","France","FRA",,"GrandMaster Men","France","11","3","2","0","5"
"Romuald","GOURLOT","22","France","FRA",,"Master Mixed","France","13","8","11","0","19"
"Vincent","Guasch","29","France","FRA",,"GrandMaster Men","France","11","4","5","0","9"
"Sarah","Guilemin","99","France","FRA",,"Women","France","13","5","7","0","12"
"Nicolas","Harin","0","France","FRA",,"GrandMaster Men","France","11","16","9","0","25"
"Haude","HERMAND","11","France","FRA",,"Master Mixed","France","13","14","1","0","15"
"Julien","Hervé","14","France","FRA",,"Master Men","France","11","17","6","0","23"
"Thomas","HERVOUET","11","France","FRA",,"Men","France","14","7","19","0","26"
"Inga","HUILLE","28","France","FRA",,"Master Mixed","France","13","11","7","0","18"
"Thibault","Hurel","3","France","FRA",,"Master Men","France","11","8","3","0","11"
"Alice","Jacquin","56","France","FRA",,"Mixed","France","12","7","20","0","27"
"Anne-Laure","KOMANO","6","France","FRA",,"Master Mixed","France","12","3","1","0","4"
"Olivier","LABBE","23","France","FRA",,"Master Mixed","France","12","10","18","0","28"
"Stephen","Lamart","44","France","FRA",,"GrandMaster Men","France","11","5","5","0","10"
"Christophe","Laurino","9","France","FRA",,"Master Men","France","11","11","3","0","14"
"Anne","Le Borgne","52","France","FRA",,"Women","France","13","8","6","0","14"
"Elsa","LE BRUSQUET","13","France","FRA",,"Master Mixed","France","13","1","11","0","12"
"Sébastien","LE BRUSQUET","25","France","FRA",,"Master Mixed","France","13","16","5","0","21"
"Déborah","LE CALVE","15","France","FRA",,"Master Mixed","France","13","3","3","0","6"
"Guillaume","Le Glorennec","4","France","FRA",,"GrandMaster Men","France","11","4","8","0","12"
"Lise","LE GOFF","33","France","FRA",,"Master Mixed","France","13","2","5","0","7"
"Natacha","LE MAP","8","France","FRA",,"Master Mixed","France","13","1","9","0","10"
"Mathilde","Ledoux","23","France","FRA",,"Mixed","France","12","0","9","0","9"
"Matthew","Lefevre","13","France","FRA",,"GrandMaster Men","France","11","6","3","0","9"
"Pauline","Lemaitre","35","France","FRA",,"Women","France","13","3","14","0","17"
"Thomas","Lemoine","5","France","FRA",,"Master Men","France","11","3","15","0","18"
"Ghislain","LEONARD","88","France","FRA",,"Men","France","14","9","0","0","9"
"DE PALMAS","Manon","10","France","FRA",,"Master Women","France","13","18","1","0","19"
"CHARBONNEL","Marine","34","France","FRA",,"Master Women","France","13","3","10","0","13"
"Romain","MAURER","12","France","FRA",,"Men","France","14","12","12","0","24"
"Barbara","Meslin","7","France","FRA",,"Women","France","12","7","2","0","9"
"Johann","MICHOTEY","20","France","FRA",,"Men","France","14","4","11","0","15"
"Renaud","Moirier","12","France","FRA",,"Mixed","France","12","8","9","0","17"
"Matthieu","MULLER","44","France","FRA",,"Master Mixed","France","13","28","4","0","32"
"Christophe","Müller de Schongor","11","France","FRA",,"GrandMaster Men","France","11","2","6","0","8"
"BARANGER","Muriel","17","France","FRA",,"Master Women","France","13","33","1","0","34"
"GAUDRE","Noémie","53","France","FRA",,"Master Women","France","13","4","18","0","22"
"BOURLES","Pauline","3","France","FRA",,"Master Women","France","13","0","7","0","7"
"Vincent","Peltre","99","France","FRA",,"Master Men","France","11","4","3","0","7"
"Ludovic","Peschard","28","France","FRA",,"GrandMaster Men","France","11","1","13","0","14"
"Cécile","Peteau","3","France","FRA",,"Women","France","13","6","8","0","14"
"Loris","Petiteau","10","France","FRA",,"Mixed","France","12","10","5","0","15"
"Guillaume","Plas","31","France","FRA",,"Master Men","France","11","13","3","0","16"
"Sacha","POITTE-SOKOLSKY","22","France","FRA",,"Men","France","14","13","16","0","29"
"Aude","Richon","5","France","FRA",,"Women","France","13","6","16","0","22"
"Pauline","Rigollier","24","France","FRA",,"Women","France","13","17","15","0","32"
"Sullivan","ROBLET","19","France","FRA",,"Men","France","14","14","18","0","32"
"Daniela","Rodriguez","9","France","FRA",,"Women","France","13","18","11","0","29"
"Quentin","ROGER","24","France","FRA",,"Men","France","14","19","14","0","33"
"Lucie","Ruffie","22","France","FRA",,"Mixed","France","12","7","5","0","12"
"Alice","Sammarco","26","France","FRA",,"Women","France","9","4","1","0","5"
"Marie-Anne","Sane","17","France","FRA",,"Mixed","France","12","1","0","0","1"
"Manuel","Schmutz","6","France","FRA",,"GrandMaster Men","France","11","10","7","0","17"
"Marion","Senjean","4","France","FRA",,"Mixed","France","12","1","4","0","5"
"Alexandre","Simonin","3","France","FRA",,"GrandMaster Men","France","11","9","21","0","30"
"Ludovic","Taveau","78","France","FRA",,"Master Men","France","11","16","2","0","18"
"Gwenael","TESSIER","61","France","FRA",,"Men","France","14","3","8","0","11"
"Cédric","TRESTARD","19","France","FRA",,"Master Mixed","France","13","4","26","0","30"
"Romain","TRONCI","92","France","FRA",,"Men","France","14","6","6","0","12"
"Jonathan","VALLET","38","France","FRA",,"Master Mixed","France","13","8","16","0","24"
"ETTORI","Vannina","7","France","FRA",,"Master Women","France","13","1","12","0","13"
"Alexandre","Vernotte","24","France","FRA",,"Mixed","France","12","11","5","0","16"
"Gregory","Verzeaux","1","France","FRA",,"Master Men","France","11","10","2","0","12"
"Thomas","Wiart","28","France","FRA",,"Mixed","France","12","8","8","0","16"
"François","ZOUBIR","31","France","FRA",,"Men","France","14","4","1","0","5"
"Michael","Attenberger","46","Germany","GER",,"Master Mixed","Germany","13","9","18","0","27"
"Saskia","Beeck","7","Germany","GER",,"Women","Germany","13","6","18","0","24"
"Malte","Blanck","48","Germany","GER",,"Mixed","Germany","8","4","11","0","15"
"Malte","Blanke","70","Germany","GER",,"GrandMaster Men","Germany","11","9","1","0","10"
"Sonja","Böhringer","22","Germany","GER",,"Master Women","Germany","13","13","2","0","15"
"Thomas","Bretschneider","45","Germany","GER",,"Men","Germany","14","10","6","0","16"
"Martin","Cronacher","71","Germany","GER",,"Men","Germany","14","40","8","0","48"
"David","Cubota Ruiz-Viana","10","Germany","GER",,"GrandMaster Men","Germany","11","6","19","0","25"
"Ahmet","Damli","84","Germany","GER",,"GrandMaster Men","Germany","11","1","8","0","9"
"Anneke","Döring","24","Germany","GER",,"Women","Germany","13","10","6","0","16"
"Steffen","Döscher","37","Germany","GER",,"Men","Germany","14","5","36","0","41"
"Josef","Ebner","29","Germany","GER",,"Mixed","Germany","12","17","4","0","21"
"Erik","Felgner","27","Germany","GER",,"GrandMaster Men","Germany","11","10","5","0","15"
"Nicolas","Fink","41","Germany","GER",,"Mixed","Germany","12","16","8","0","24"
"Bianka","Fohgrub","54","Germany","GER",,"Master Women","Germany","13","5","0","0","5"
